ID,Название,Авторы,Год публикации,В_РИНЦ
44391535,РАЗВИТИЕ ПСИХОФИЗИЧЕСКИХ КАЧЕСТВ ВОЕННОСЛУЖАЩИХ ВОЙСК СВЯЗИ ПОСРЕДСТВОМ МЕТОДИЧЕСКИХ ПОДХОДОВ К СПОРТИВНОЙ ТРЕНИРОВКЕ СПОРТСМЕНОВ-ОРИЕНТИРОВЩИКОВ,"Кривилёв С.А., Павлов А.Г., Тухто С.В., Силко А.А., Милашевский А.В.",2020,Да
44583182,ВЛИЯНИЕ ЗАНЯТИЙ ПО ФИЗИЧЕСКОЙ ПОДГОТОВКЕ НА ФОРМИРОВАНИЕ СПЕЦИАЛЬНЫХ НАВЫКОВ У ВОЕННОСЛУЖАЩИХ-СВЯЗИСТОВ ПОСРЕДСТВОМ МЕТОДИЧЕСКИХ ПОДХОДОВ СПОРТИВНОЙ ТРЕНИРОВКИ В НАСТОЛЬНОМ ТЕННИСЕ,"Кривилёв С.А., Павлов А.Г., Тухто С.В., Силко А.А., Князькин А.Н., Сычев С.В., Миханошин О.П.",2020,Да
42627820,РЕАЛИЗАЦИЯ ЗАДАЧ ВОЕННО-ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ В ПРОЦЕССЕ ОБУЧЕНИЯ ИНОСТРАННЫМ ЯЗЫКАМ КУРСАНТОВ ВОЕННЫХ ВУЗОВ,"Карташова Е.А., Юренская С.А.",2020,Нет
42627803,ПРИОРИТЕТНО-ОРИЕНТИРОВАННЫЙ ПОДХОД КАК СПОСОБ ВЫБОРА ПРИОРИТЕТОВ ПАТРИОТИЧЕСКОЙ НАПРАВЛЕННОСТИ,Рынкевич А.В.,2020,Нет
44010218,DOS/DDOS-ATTACKS DETECTION BY THE AID OF ARTIFICIAL NEURAL NETWORKS METHOD,"Evglevskaya N., Privalov A.",2020,Да
42556810,ПРИМЕНЕНИЕ ТЕХНОЛОГИЙ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА В УПРАВЛЕНИИ БИЗНЕС ПРОЦЕССАМИ РОССИЙСКИХ КОМПАНИЙ,Киргизова Н.П.,2020,Нет
42405021,НЕКОТОРЫЕ ПРОБЛЕМЫ ПРЕПОДАВАНИЯ ОСНОВ ТЕОРИИ ВЕРОЯТНОСТЕЙ И МАТЕМАТИЧЕСКОЙ СТАТИСТИКИ,"Петрова Е.Д., Салищева О.Г.",2020,Нет
42631093,ТЕХНОЛОГИЯ MIND-MAPPING КАК ОДИН ИЗ СПОСОБОВ РАЗВИТИЯ СИСТЕМНОГО МЫШЛЕНИЯ КУРСАНТОВ ПРИ ОБУЧЕНИИ ИНОСТРАННОМУ ЯЗЫКУ,Рынкевич А.В.,2020,Нет
42700221,МЕТОДИЧЕСКАЯ ПОДГОТОВКА ПРЕПОДАВАТЕЛЕЙ МАТЕМАТИКИ В ПЕДАГОГИЧЕСКИХ ВУЗАХ,"Петрова Е.Д., Васильев А.М.",2020,Нет
42985876,КЕЙС-МЕТОД КАК ИНСТРУМЕНТ ОРГАНИЗАЦИИ САМОСТОЯТЕЛЬНОЙ УЧЕБНОЙ ДЕЯТЕЛЬНОСТИ В ТЕХНИЧЕСКОМ ВУЗЕ,"Курдубова В.В., Шахвердова Е.О.",2020,Нет
42370800,РАЗВИТИЕ ИНФОРМАЦИОННО-ОБРАЗОВАТЕЛЬНОЙ СРЕДЫ. ОБМЕН ОПЫТОМ ВОЕННОЙ АКАДЕМИИ СВЯЗИ С ВУЗАМИ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СОЗДАНИЮ И РАЗВИТИЮ ИНФОРМАЦИОННО-ОБРАЗОВАТЕЛЬНОЙ СРЕДЫ,"Ишимов С.Л., Ренсков А.А., Чирушкин К.А.",2020,Да
42370815,"УСПЕХ ПРИНОСИТ НОВАТОРСТВО ПОДХОДЫ К ИЗУЧЕНИЮ, ОБОБЩЕНИЮ И РАСПРОСТРАНЕНИЮ ПЕРЕДОВОГО ОПЫТА И НОВАТОРСТВА НА КАФЕДРЕ В ВОЕННОМ ВУЗЕ","Митрофанов М.В., Жуляев В.В., Смирнов Д.И.",2020,Да
42676742,ВОСПИТАТЬ ЛИЧНОСТЬ. К ВОПРОСУ О ФОРМИРОВАНИИ ГРАЖДАНСКОЙ ПОТРЕБНОСТИ У ОБУЧАЮЩИХСЯ ВОЕННО-УЧЕБНЫХ ЗАВЕДЕНИЙ,"Митрофанов М.В., Смирнов Д.И., Хилько В.О., Пермяков А.С.",2020,Да
42948049,РЕАЛИЗОВАТЬ СЕБЯ - ЗНАЧИТ ПОДХОД К РАЗВИТИЮ ТВОРЧЕСКИХ СПОСОБНОСТЕЙ ОБУЧАЮЩИХСЯ,"Ишимов С.Л., Митрофанов М.В., Лаута О.С., Кузнецов С.И.",2020,Да
43951151,НЕТ ПРЕДЕЛА СОВЕРШЕНСТВУ ПРОЕКТИРОВАНИЕ ПРАКТИЧЕСКОГО ЗАНЯТИЯ. ПРИЕМЫ И СПОСОБЫ,"Митрофанов М.В., Кузнецов С.И., Остроумов О.А., Остроумова Е.В.",2020,Да
44139210,ПРИМЕНЯЯ НОВЫЕ ЗНАНИЯ ОСОБЕННОСТИ НАУЧНОЙ ДЕЯТЕЛЬНОСТИ ПРЕПОДАВАТЕЛЯ,"Митрофанов М.В., Жуляев В.В., Стародубцев Ю.И., Пермяков А.С.",2020,Да
44388592,СЕКРЕТ ПРЕПОДАВАНИЯ ОСНОВНЫЕ ЭТАПЫ КОНСТРУИРОВАНИЯ ЗАНЯТИЯ,"Митрофанов М.В., Стародубцев Ю.И., Васюков Д.Ю., Анисимов В.В.",2020,Да
43922985,"ДЕМОКРАТИЯ, ПРАВО И СВОБОДА: РЕАЛИИ ХХI ВЕКА","Фролова О.В., Фролов В.В.",2020,Нет
43167373,ОЦЕНКА СОСТОЯНИЯ ЭЛЕМЕНТОВ КОМПЬЮТЕРНЫХ СЕТЕЙ НА ОСНОВЕ ПРИМЕНЕНИЯ КОМБИНИРОВАННОЙ НЕЙРОННОЙ СЕТИ,"Саенко И.Б., Скорик Ф.А.",2020,Да
43167374,ПОСТАНОВКА ЗАДАЧИ ВЫБОРА ПУТЕЙ И НАЗНАЧЕНИЯ ДЛИН ВОЛН В ТРАНСПОРТНЫХ СЕТЯХ ТЕЛЕКОММУНИКАЦИОННЫХ СИСТЕМ,"Ясинский С.А., Зюзин А.Н.",2020,Да
43167375,ОСОБЕННОСТИ РЕЗЕРВИРОВАНИЯ СПЕКТРАЛЬНЫХ КАНАЛОВ В ТРАНСПОРТНЫХ СЕТЯХ СВЯЗИ ТЕЛЕКОММУНИКАЦИОННЫХ СИСТЕМ,"Ясинский С.А., Зюзин А.Н.",2020,Да
43167370,ВРЕМЕННАЯ И ТОПОЛОГИЧЕСКАЯ ДОСТУПНОСТЬ ПОЛЬЗОВАТЕЛЕЙ К ИНФОРМАЦИОННОМУ РЕСУРСУ ЭЛЕКТРОННЫХ БИБЛИОТЕК: ПОКАЗАТЕЛИ И КРИТЕРИИ ОЦЕНИВАНИЯ В РАМКАХ СИСТЕМНЫХ ИССЛЕДОВАНИЙ,"Паращук И.Б., Крюкова Е.С., Ясинский С.А.",2020,Да
44547900,ЧУВСТВИТЕЛЬНОСТЬ И УСТОЙЧИВОСТЬ АЛГОРИТМОВ ОЦЕНИВАНИЯ КАЧЕСТВА ФУНКЦИОНИРОВАНИЯ СОВРЕМЕННЫХ ЭЛЕКТРОННЫХ БИБЛИОТЕК,"Крюкова Е.С., Ясинский С.А., Паращук И.Б.",2020,Да
44547908,КОНЦЕПТУАЛЬНАЯ МОДЕЛЬ РАСПРЕДЕЛЕННОЙ ИНФОРМАЦИОННОЙ СИСТЕМЫ,"Саенко И.Б., Фабияновский И.Н., Николаев В.В.",2020,Да
44547901,"К ВОПРОСУ ФОРМУЛИРОВКИ ПРОБЛЕМЫ, ЦЕЛЕЙ И ЗАДАЧ АДАПТИВНОГО МОНИТОРИНГА ЭЛЕКТРОННЫХ БИБЛИОТЕК","Ясинский С.А., Крюкова Е.С., Паращук И.Б.",2020,Да
44547906,МОДЕЛИРОВАНИЕ РЕЖИМА УДЕРЖАНИЯ ГЕНЕРАТОРА СИГНАЛОВ СИНХРОНИЗАЦИИ ПРИ ПОСТРОЕНИИ СИСТЕМЫ ТАКТОВОЙ СЕТЕВОЙ СИНХРОНИЗАЦИИ,"Ясинский С.А., Морозов Г.Г., Зюзин А.Н.",2020,Да
44547907,МОДЕРНИЗАЦИЯ ФРАГМЕНТА ТРАНСПОРТНОЙ СЕТИ ТЕЛЕКОММУНИКАЦИОННОЙ СИСТЕМЫ МЕТОДОМ НАЛОЖЕНИЯ С ИСПОЛЬЗОВАНИЕМ ТЕХНОЛОГИИ СПЕКТАЛЬНОГО УПЛОТНЕНИЯ,"Ясинский С.А., Зюзин А.Н.",2020,Да
44468505,ВЗАИМНЫЕ СВЯЗИ ПОКАЗАТЕЛЕЙ КАЧЕСТВА И ЭФФЕКТИВНОСТИ ПРОЦЕССА ОБУЧЕНИЯ В ВОЕННОМ ВУЗЕ,"Григорьева К.С., Ульянова О.А.",2020,Да
44468510,РЕЗУЛЬТАТЫ ТРЕНИНГА ПО ФОРМИРОВАНИЮ КОММУНИКАТИВНОЙ КОМПЕТЕНТНОСТИ В ПРОЦЕССЕ АДАПТАЦИИ КУРСАНТОВ ВОЕННЫХ ВУЗОВ К ВОЕННО-ПРОФЕССИОНАЛЬНОЙ ДЕЯТЕЛЬНОСТИ,Филонов О.В.,2020,Да
46352965,КРИТЕРИАЛЬНЫЕ ОСНОВАНИЯ ФОРМИРОВАНИЯ У КУРСАНТОВ ВОЕННЫХ ВУЗОВ ОТНОШЕНИЯ К РОССИЙСКОЙ НАЦИОНАЛЬНОЙ ИДЕНТИЧНОСТИ КАК ПРОФЕССИОНАЛЬНОЙ ЦЕННОСТИ,"Спирин А.П., Митрахович В.А.",2020,Да
46352966,"РЕЗУЛЬТАТЫ ПИЛОТАЖНОГО ИССЛЕДОВАНИЯ ВНЕДРЕНИЯ КЕЙС-МЕТОДА В ПРАКТИКУ ИЗУЧЕНИЯ ДИСЦИПЛИНЫ ""ФИЗИКА"" В ВОЕННОМ ТЕХНИЧЕСКОМ ВУЗЕ",Остроумова Ю.С.,2020,Да
42325934,ИСПОЛЬЗОВАНИЕ ТУРБО-КОДОВ В РАДИОСИГНАЛАХ С ППРЧ,"Якушенко С.А., Забело А.Н., Антонов В.В., Веркин С.С., Смирнов А.А.",2020,Нет
42920563,СПОСОБЫ ПОВЫШЕНИЯ ЭФФЕКТИВНОСТИ ПРИМЕНЕНИЯ ТРОПОСФЕРНЫХ ЛИНИЙ РАДИОСВЯЗИ В УСЛОВИЯХ ЗАПОЛЯРЬЯ И АРКТИКИ,"Якушенко С.А., Забело А.Н., Антонов В.В., Веркин С.С., Егрушев В.Е.",2020,Нет
43043096,АНАЛИЗ ПОВРЕЖДАЕМОСТИ КАБЕЛЬНЫХ КОРОБОК И ОПН ПРИ КОРОТКИХ ЗАМЫКАНИЯХ НА КАБЕЛЬНЫХ ЛИНИЯХ,"Бурлаков Е.С., Бурлаков С.О., Антонов В.В.",2020,Нет
43065363,УЧЕТ ОСОБЕННОСТЕЙ ПЛАНИРОВАНИЯ СЕТЕЙ СПУТНИКОВОЙ СВЯЗИ РАБОТАЮЩИХ В KA/Q-ДИАПАЗОНАХ ЧАСТОТ,"Якушенко С.А., Забело А.Н., Антонов В.В., Веркин С.С., Егрушев В.Е., Смирнов А.А.",2020,Нет
43171271,ПОМЕХОУСТОЙЧИВОСТЬ РАДИОЛИНИЙ ПРИВЯЗКИ ЛЕТНО-ПОДЪЕМНЫХ СРЕДСТВ,"Якушенко С.А., Снежко В.К., Забело А.Н., Антонов В.В., Веркин С.С., Егрушев В.Е.",2020,Нет
42359794,ТЕХНОЛОГИЯ СКАФФОЛДИНГА В СИСТЕМЕ СРЕДНЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ: ТЕКСТЫ- ОСТОВЫ,"Монахова Л.Ю., Рябоконь Е.А.",2020,Нет
42359805,САМОСТОЯТЕЛЬНАЯ УЧЕБНАЯ ДЕЯТЕЛЬНОСТЬ ОБУЧАЮЩИХСЯ ВОЕННЫХ ВУЗОВ. БУЛЕВЫ ФУНКЦИИ: СПОСОБЫ ПРЕДСТАВЛЕНИЯ,"Курдубова В.В., Шахвердова Е.О.",2020,Нет
42359834,ВЛИЯНИЕ УПРАЖНЕНИЙ И ПРИЕМОВ СПОРТИВНОГО ОРИЕНТИРОВАНИЕМ НА ПОВЫШЕНИЕ ВЫНОСЛИВОСТИ ВОЕННОСЛУЖАЩИХ,"Кривилёв С.А., Павлов А.Г., Тухто С.В., Силко А.А., Калюжный Д.Н., Курбанов Р.М., Вознюк С.Е.",2020,Нет
42359835,ОПТИМИЗАЦИЯ СПОРТИВНО-МАССОВОЙ РАБОТЫ НА ОСНОВЕ ИГРЫ В НАСТОЛЬНЫЙ ТЕННИС ДЛЯ СОВЕРШЕНСТВОВАНИЯ ВОЕННО-ПРОФЕССИОНАЛЬНЫХ КАЧЕСТВ ОБУЧАЮЩИХСЯ,"Кривилёв С.А., Павлов А.Г., Тухто С.В., Силко А.А., Жумагулов С., Альдивергенов М.К.Б., Карпович О.В., Милашевский А.В.",2020,Нет
42373729,ОРУЖЕЙНЫЕ МЕТАФОРЫ В ГАЗЕТНЫХ ТЕКСТАХ ПОЛИТИЧЕСКОЙ ТЕМАТИКИ,Харитонова Е.Н.,2020,Нет
42479255,АНАЛИЗ ТЕХНОЛОГИЙ ДЛЯ ОРГАНИЗАЦИИ ВЫСОКОСКОРОСТНОГО СПУТНИКОВОГО ДОСТУПА,"Якушенко С.А., Забело А.Н., Антонов В.В., Веркин С.С., Смирнов А.А.",2020,Нет
42479266,СПОСОБ ОЦЕНКИ НАДЕЖНОСТИ СВЯЗИ НА МАРШРУТАХ БПЛА В УСЛОВИЯХ ВОЗДЕЙСТВИЯ ВНЕШНИХ ДЕСТРУКТИВНЫХ ФАКТОРОВ,"Якушенко С.А., Егрушев В.Е., Кузнецов С.С., Орлов Е.В.",2020,Нет
42544138,"МЕТОДИКА ОЦЕНКИ УСТОЙЧИВОСТИ СЕТИ МНОГОКАНАЛЬНОЙ РАДИОСВЯЗИ, ОБРАЗОВАННОЙ РЕТРАНСЛЯТОРАМИ НА БПЛА И НАЗЕМНЫМИ ПУНКТАМИ УПРАВЛЕНИЯ, В УСЛОВИЯХ ВОЗДЕЙСТВИЯ ДЕСТРУКТИВНЫХ ФАКТОРОВ","Егрушев В.Е., Забело А.Н., Орлов Е.В., Якушенко С.А.",2020,Нет
42601612,"ПРЕДЛОЖЕНИЯ ПО ПОСТРОЕНИЮ ТЕРМИНАЛОВ СПУТНИКОВОЙ СВЯЗИ, ДЛЯ АБОНЕНТОВ ВЫСОКОСКОРОСТНОЙ СИСТЕМЫ СПУТНИКОВОЙ СВЯЗИ","Якушенко С.А., Забело А.Н., Антонов В.В., Веркин С.С., Смирнов А.А.",2020,Нет
42634019,"СПОСОБ РАСПРЕДЕЛЕНИЯ ЗАЩИТНОГО РЕСУРСА ПО ЭЛЕМЕНТАМ СЕТИ МНОГОКАНАЛЬНОЙ РАДИОСВЯЗИ, ОБРАЗОВАННОЙ РЕТРАНСЛЯТОРАМИ НА БПЛА И НАЗЕМНЫМИ ПУНКТАМИ УПРАВЛЕНИЯ, В УСЛОВИЯХ ВОЗДЕЙСТВИЯ ДЕСТРУКТИВНЫХ ФАКТОРОВ","Егрушев В.Е., Забело А.Н., Орлов Е.В., Якушенко С.А.",2020,Нет
42634115,РАБОТА С ЗООКОМПОНЕНТНЫМИ ФРАЗЕОЛОГИЗМАМИ НА ЗАНЯТИИ ПО РКИ КАК СРЕДСТВО МЕЖКУЛЬТУРНОЙ КОММУНИКАЦИИ,Васильева Н.Ю.,2020,Нет
42730754,ВЛИЯНИЕ УПРАЖНЕНИЙ И ПРИЕМОВ СПОРТИВНОГО ОРИЕНТИРОВАНИЯ НА СПЕЦИАЛЬНУЮ ПОДГОТОВКУ СПЕЦИАЛИСТОВ СИСТЕМ КАНАЛООБРАЗОВАНИЯ,"Кривилёв С.А., Павлов А.Г., Тухто С.В., Силко А.А., Никитин А.А., Курбанов Р.М., Вознюк С.Е.",2020,Нет
42738860,ПУТИ ПОВЫШЕНИЯ ЭФФЕКТИВНОСТИ ИСПОЛЬЗОВАНИЯ ЧАСТОТНО-ЭНЕРГЕТИЧЕСКИХ РЕСУРСОВ РЕТРАНСЛЯТОРОВ СВЯЗИ,"Якушенко С.А., Забело А.Н., Антонов В.В., Веркин С.С., Егрушев В.Е., Смирнов А.А.",2020,Нет
42739173,ДИАЛОГИЧНОСТЬ В ПРЕПОДАВАНИИ РУССКОГО ЯЗЫКА КАК ИНОСТРАННОГО (НА ПРИМЕРЕ РЕЧЕВЫХ ПОСТУПКОВ «ОБИДА» И «ОСКОРБЛЕНИЕ»),Май Л.И.,2020,Нет
42707371,МАТЕМАТИЧЕСКОЕ МОДЕЛИРОВАНИЕ НАПРАВЛЕННОГО ВЗРЫВА В ПРОГРАММНОМ ОБЕСПЕЧЕНИИ ANSYS AUTODYN,"Налимов К.И., Ершов А.В.",2020,Нет
44307638,МНОГОФУНКЦИОНАЛЬНЫЙ ЕМКОСТНОЙ ДАТЧИК,"Кулманаков Д.С., Пщелко Н.С., Костовский И.П.",2020,Нет
44307646,ЭЛЕКТРЕТНЫЙ ПИНЦЕТ ДЛЯ МАНИПУЛИРОВАНИЯ МИНИАТЮРНЫМИ ПЛОСКИМИ ОБЪЕКТАМИ,"Рыченков Д.В., Пщелко Н.С., Кулманаков Д.С.",2020,Нет
43995795,ВИЗУАЛИЗАЦИЯ УЧЕБНОЙ ИНФОРМАЦИИ КАК СРЕДСТВО АКТИВИЗАЦИИ ПОЗНАВАТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ ОБУЧАЮЩИХСЯ,"Рябоконь Е.А., Крецан З.В., Шмакова Л.Е.",2020,Да
44805657,О КРЕАТИВНОСТИ ВОЕННОГО СПЕЦИАЛИСТА,"Якуба Г.А., Митрахович В.А., Семенов А.В.",2020,Да
42355359,ОСОБЕННОСТИ ПОДГОТОВКИ ВОЕННЫХ ПЕРЕВОДЧИКОВ В ВОЕННОЙ АКАДЕМИИ СВЯЗИ ИМ. С.М. БУДЕННОГО,"Карташова Е.А., Ашихмина Т.А.",2020,Нет
42735250,СЕМАНТИЧЕСКАЯ И ЛИНГВОКУЛЬТУРОЛОГИЧЕСКАЯ ХАРАКТЕРИСТИКА ФРАЗЕОЛОГИЗМОВ С КОМПОНЕНТОМWIND,WIND,2020,Нет
42735735,УПРАВЛЕНИЕ ГРУППОВОЙ ДИНАМИКОЙ КАК УСЛОВИЕ ЭФФЕКТИВНОГО ОБУЧЕНИЯ ИНОСТРАННЫМ ЯЗЫКАМ В ВОЕННОМ ВУЗЕ,"Карташова Е.А., Шаховнина Ю.Б.",2020,Нет
43878704,ИСПОЛЬЗОВАНИЕ ВИДЕОМАТЕРИАЛОВ В ОБУЧЕНИИ ИНОСТРАННЫМ ЯЗЫКАМ В НЕЯЗЫКОВОМ ВОЕННОМ ВУЗЕ,"Карташова Е.А., Мальцева С.В.",2020,Нет
45829405,К ВОПРОСУ О ПСИХОЛОГИЧЕСКОЙ ГОТОВНОСТИ ВОЕННОСЛУЖАЩИХ ПО ПРИЗЫВУ ВООРУЖЕННЫХ СИЛ РОССИЙСКОЙ ФЕДЕРАЦИИ К ВЫПОЛНЕНИЮ ВОИНСКОГО ДОЛГА,"Мазяева Е.А., Спицын О.Л., Бунина Е.И.",2020,Нет
46363223,ЮРИДИЧЕСКИЕ ПРЕЗУМПЦИИ И ФИКЦИИ: ПРОБЛЕМЫ ПРАВОВОЙ НАУКИ И ПРАКТИКИ,"Фролов В.В., Фролова О.В.",2020,Да
44619859,ОТ СЛОВОЛОГИИ К ФИЛОСОФИИ ЯЗЫКА: ЭВОЛЮЦИЯ ЛИНГВОФИЛОСОФСКИХ УЧЕНИЙ В РОССИИ,Безлепкин Н.И.,2020,Да
44764039,СОСТОЯНИЕ И НАПРАВЛЕНИЯ РАЗВИТИЯ СРЕДСТВ СВЯЗИ ВОЗДУШНО-ДЕСАНТНЫХ ВОЙСК,"Зелюченко Р.В., Федюшкин А.В., Цырюльник А.В.",2020,Да
43320152,ПОВЫШЕНИЕ УСТОЙЧИВОСТИ ИНФОРМАЦИОННО-ТЕЛЕКОММУНИКАЦИОННОЙ СЕТИ В УСЛОВИЯХ ВОЗДЕЙСТВИЯ ПРОТИВНИКА,"Багрецов С.А., Лаута О.С., Михаил И.И., Михайлец А.Н., Бойко Д.А.",2020,Да
44199791,ОЦЕНКА ДИАПАЗОНА ИЗМЕНЕНИЯ ТРАФИКАВ ИНФОРМАЦИОННО-ТЕЛЕКОММУНИКАЦИОННОЙ СЕТИ,"Багрецов С.А., Лаута О.С., Михаил И.И., Сташко Я.С., Ледовская К.Г.",2020,Да
44199792,АВТОМАТИЗИРОВАННЫЙ КОНТРОЛЬ ТЕХНИЧЕСКОГО СОСТОЯНИЯ ЭЛЕКТРОТЕХНИЧЕСКИХ СРЕДСТВ ВОЕННОЙ ТЕХНИКИ СВЯЗИВ СИСТЕМЕ ЭЛЕКТРОЭНЕРГЕТИЧЕСКОГО ОБЕСПЕЧЕНИЯ,"Абрамкин Р.В., Бартош В.В., Винограденко А.М.",2020,Да
44017268,ИССЛЕДОВАНИЕ ВОЗМОЖНОСТИ ПРИМЕНЕНИЯ ФРАКТАЛЬНОГО ПОДХОДА К ОБНАРУЖЕНИЮ АНОМАЛИЙ ТРАФИКА И КИБЕРАТАК В КОМПЬЮТЕРНЫХ СЕТЯХ,"Саенко И.Б., Лаута О.С., Крибель А.М., Котенко И.В., Подгузов С.Р.",2020,Да
44132136,"""ЧУЖОЕ ДИТЯ? НУ И ЧТО ЖЕ ТАКОЕ?"" Н.С. ЛЕСКОВ О НЕЗАКОННОРОЖДЕННЫХ ДЕТЯХ (НА МАТЕРИАЛЕ НЕКОТОРЫХ РАССКАЗОВ И ПОВЕСТЕЙ)",Иванова Е.А.,2020,Нет
42838874,ФИЗИЧЕСКОЕ МОДЕЛИРОВАНИЕ СЕТЕЙ ДОКУМЕНТАЛЬНОГО ОБМЕНА СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ В ИССЛЕДОВАТЕЛЬСКИХ ЦЕЛЯХ,"Орлова Л.И., Данилова С.А., Фатьянова Е.В., Кривцов С.П.",2020,Да
43304894,SEPARATION OF RELATIVE DEFORMATIONS OF BUILDINGS FROM A GENERAL DISPLACEMENT VECTOR OF DEFORMATION MARKS,"Tsareva O., Pshchelko N., Glazunov V., Yugov A.",2019,Да
43487864,СТРАТЕГИЯ МАРКЕТИНГА НА СТАДИИ КОММЕРЦИАЛИЗАЦИИ ПРОДУКЦИИ ФИРМЫ В ИННОВАЦИОННОМ ПРОЦЕССЕ,Киргизова Н.П.,2020,Нет
44079207,ПРИМЕНЕНИЕ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА В ИНТЕРЕСАХ ТЕРРИТОРИАЛЬНОЙ ОБОРОНЫ РОССИИ,"Машнич А.С., Иванов А.А., Киргизова Н.П.",2020,Нет
44500001,ГОСУДАРСТВЕННЫЙ КАПИТАЛИЗМ КАК ЭКОНОМИЧЕСКАЯ МОДЕЛЬ РАЗВИТИЯ РОССИИ НА СОВРЕМЕННОМ ЭТАПЕ,Киргизова Н.П.,2020,Нет
44499845,ВЗАИМОДЕЙСТВИЕ РЕГИОНАЛЬНОГО ЦЕНТРА УПРАВЛЕНИЯ ШТАБА ВОЕННОГО ОКРУГА С ТЕРРИТОРИАЛЬНЫМИ ОРГАНАМИ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ РОССИИ ПРИ ВЫПОЛНЕНИИ ЗАДАЧ ПО ТЕРРИТОРИАЛЬНОЙ ОБОРОНЕ,"Иванов А.А., Киргизова Н.П., Колесов В.А., Машнич А.С.",2020,Нет
43005037,АНАЛИЗ ФАКТОРОВ ЭКОНОМИЧЕСКОГО КРИЗИСА 2020 ГОДА,Киргизова Н.П.,2020,Нет
43779248,ВЫБОР СТРАТЕГИИ ВЫЖИВАНИЯ КОМПАНИЙ ПОСЛЕ ПАНДЕМИИ,"Киргизова Н.П., Дурынин В.В.",2020,Да
47856946,ОБОСНОВАНИЕ ПОКАЗАТЕЛЯ ДЛЯ ОЦЕНКИ ЭФФЕКТИВНОСТИ МЕР ОБЕСПЕЧЕНИЯ ЗАЩИТЫ ПЕРСОНАЛЬНЫХ ДАННЫХ В ДЕЯТЕЛЬНОСТИ КАДРОВОГО ОРГАНА СЛУЖБЫ ЗАЩИТЫ ГОСУДАРСТВЕННОЙ ТАЙНЫ,"Скрыль С.В., Кондаков С.Е., Чудин К.С.",2020,Да
47856991,ФОРМИРОВАНИЕ НАПРАВЛЕНИЙ РЕШЕНИЯ ПРОБЛЕМЫ ПОДГОТОВКИ КАДРОВ НА ОСНОВЕ ИНФОРМАЦИОННОЙ МОДЕЛИ ОБРАЗОВАТЕЛЬНОГО ПРОЦЕССА,"Стародубцев Ю.И., Митрофанов М.В., Давлятова М.А.",2020,Да
47856943,ИНФОРМАЦИОННАЯ БЕЗОПАСНОСТЬ СИСТЕМЫ ОТЕЧЕСТВЕННЫХ ЗАРУБЕЖНЫХ ВОЕННЫХ БАЗ,"Куликов М.В., Сагалаев М.П.",2020,Да
43756500,ОСОБЕННОСТИ ПРЕПОДАВАНИЯ РКИ АРАБСКИМ СТУДЕНТАМ (МЕТОДИЧЕСКИЕ РЕКОМЕНДАЦИИ),Кузьмина В.М.,2020,Нет
43756501,ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ КАК ОБРАЗОВАТЕЛЬНЫЙ РЕСУРС ДЛЯ ОБУЧЕНИЯ ИНОСТРАННЫХ СТУДЕНТОВ НАУЧНОМУ СТИЛЮ РЕЧИ НА МАТЕРИАЛЕ ФИЗИКИ,"Кузьмина Е.М., Скалецкая И.Е.",2020,Нет
44385805,МУЗЫКАЛЬНАЯ ЖИЗНЬ ЧУВАШИИ В НАЧАЛЕ 1930-Х ГОДОВ,Маньков А.В.,2020,Да
43914694,ВОЕННО-ФИЗКУЛЬТУРНОЕ ОБРАЗОВАНИЕ КОМАНДИРОВ ПОДРАЗДЕЛЕНИИ ТАКТИЧЕСКОГО ЗВЕНА УПРАВЛЕНИЯ В СИСТЕМЕ ПРОФЕССИОНАЛЬНО-ДОЛЖНОСТНОЙ ПОДГОТОВКИ: ПРОБЛЕМЫ И ПЕРСПЕКТИВЫ,"Митрахович В.А., Митин Д.И.",2020,Да
44414758,ВОЗМОЖНОСТИ ПРИМЕНЕНИЯ ДИСТАНЦИОННОГО ОБУЧЕНИЯ В ОБРАЗОВАТЕЛЬНОМ ПРОЦЕССЕ ВОЕННОГО ВУЗА,"Шалахин Р.А., Ершов Н.В., Мишина С.Ю.",2020,Да
44434705,МЕТОДИКА ЭФФЕКТИВНОГО ВНЕДРЕНИЯ ПЕДАГОГИЧЕСКИХ ИННОВАЦИЙ,"Григорьева К.С., Митрахович В.А.",2020,Да
46425354,МЕТОДИКА ОЦЕНКИ АДАПТИРОВАННОСТИ К УЧЕБНОЙ ДЕЯТЕЛЬНОСТИ КУРСАНТОВ ВОЕННЫХ ВУЗОВ,"Филонов О.В., Печников А.Н.",2020,Да
44889913,ЦЕЛЕСООБРАЗНОСТЬ ПРОВЕДЕНИЯ РУБОК ЛЕСА В КРИОЛИТОЗОНЕ,"Григорьев И.В., Куницкая О.А., Рудов С.Е.",2020,Нет
